model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
ada,350000000,False,The bartender dropped two olives into the strong martini.,E,-6.692501756,2, martini,6.692501756, martini
ada,350000000,False,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,J,-10.609876,1, grandma,10.609876, grandma
ada,350000000,False,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,S,-7.87396435,2, toaster,7.87396435, toaster
ada,350000000,False,The best gift for the man who has everything is neckties.,S,-16.328356,2, neckties,16.328356, neckties
ada,350000000,False,The best gift for the man who has everything is penicillin.,J,-16.284007601,3, penicillin,16.284007601, penicillin
ada,350000000,False,The best way to keep the milk from turning sour is to keep it in the cold.,S,-6.1366963,1, cold,6.1366963, cold
ada,350000000,False,The best way to keep the milk from turning sour is to keep it in the cow.,J,-10.056601,1, cow,10.056601, cow
ada,350000000,False,The best way to remove coffee stains from a white blouse is with detergent.,S,-6.346709077000001,2, detergent,6.346709077000001, detergent
ada,350000000,False,The best way to remove coffee stains from a white blouse is with scissors.,J,-10.554373,1, scissors,10.554373, scissors
ada,350000000,False,The best way to stop an elephant from charging is to cut off its credit.,J,-13.74183,1, credit,13.74183, credit
ada,350000000,False,The best way to stop an elephant from charging is to cut off its toes.,S,-6.8890934,1, toes,6.8890934, toes
ada,350000000,False,The bill was due at the end of the month.,E,-1.3782556,1, month,1.3782556, month
ada,350000000,False,The book that tells you where you can go on vacation is called a checkbook.,J,-9.7648323,2, checkbook,9.7648323, checkbook
ada,350000000,False,The book that tells you where you can go on vacation is called a guidebook.,S,-2.6318318,2, guidebook,2.6318318, guidebook
ada,350000000,False,The children held their hands and formed a circle.,E,-0.7254075,1, circle,0.7254075, circle
ada,350000000,False,The choir sang hymns while the people listened.,E,-3.6754515,1, listened,3.6754515, listened
ada,350000000,False,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",S,-5.8197627,1, crack,5.8197627, crack
ada,350000000,False,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",J,-8.081431,1, lawyers,8.081431, lawyers
ada,350000000,False,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",S,-5.665766,1, admission,5.665766, admission
ada,350000000,False,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",J,-9.99898835,2, bathtub,9.99898835, bathtub
ada,350000000,False,The curse of heavy drinking is that afterwards you get a huge bartab.,J,-20.5684897,2, bartab,20.5684897, bartab
ada,350000000,False,The curse of heavy drinking is that afterwards you get a huge headache.,S,-1.9773841,1, headache,1.9773841, headache
ada,350000000,False,The difference between a dog and a fox is about five beers.,J,-12.027079,1, beers,12.027079, beers
ada,350000000,False,The difference between a dog and a fox is about five degrees.,S,-5.133971,1, degrees,5.133971, degrees
ada,350000000,False,The difference between a good speaker and a bad one is often a nice diction.,S,-13.605224,1, diction,13.605224, diction
ada,350000000,False,The difference between a good speaker and a bad one is often a nice nap.,J,-11.74966,1, nap,11.74966, nap
ada,350000000,False,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,E,-3.109137233,2, clogged,3.109137233, clogged
ada,350000000,False,The doctor told her not to scratch no matter how much it itched.,E,-8.36703587,2, itched,8.36703587, itched
ada,350000000,False,The farmer put a new engine in his old tractor.,E,-1.3167069,1, tractor,1.3167069, tractor
ada,350000000,False,The first thing he does every morning is sit in the lotus position and meditate.,E,-2.228246946,2, meditate,2.228246946, meditate
ada,350000000,False,The first two hundred story building opened in Chicago; it was a hotel.,S,-6.4321375,1, hotel,6.4321375, hotel
ada,350000000,False,The first two hundred story building opened in Chicago; it was a library.,J,-9.06281,1, library,9.06281, library
ada,350000000,False,The garment bag kept his suit from getting wrinkled.,E,-2.310765558,2, wrinkled,2.310765558, wrinkled
ada,350000000,False,The husband who catches his wife in the act is probably on the snoop.,S,-12.6833597,2, snoop,12.6833597, snoop
ada,350000000,False,The husband who catches his wife in the act is probably on the trapeze.,J,-14.0093716446,3, trapeze,14.0093716446, trapeze
ada,350000000,False,The last time a guy in a mask took all my money I was in shock.,S,-8.382826,1, shock,8.382826, shock
ada,350000000,False,The last time a guy in a mask took all my money I was in surgery.,J,-7.9179983,1, surgery,7.9179983, surgery
ada,350000000,False,The lawyer feared that his client was guilty.,E,-4.252886,1, guilty,4.252886, guilty
ada,350000000,False,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,E,-8.579254,1, fragile,8.579254, fragile
ada,350000000,False,The mole lived in a hole in the ground.,E,-0.7464251,1, ground,0.7464251, ground
ada,350000000,False,The most popular instrument in a Scottish marching band is the bagpipe.,E,-2.53057112,2, bagpipe,2.53057112, bagpipe
ada,350000000,False,The most prevalent form of legalized gambling is betting.,S,-5.5665607,1, betting,5.5665607, betting
ada,350000000,False,The most prevalent form of legalized gambling is elections.,J,-10.7707,1, elections,10.7707, elections
ada,350000000,False,The movers put the sofa on the bare floor.,E,-1.2049397,1, floor,1.2049397, floor
ada,350000000,False,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",J,-15.58314706,2, accomplice,15.58314706, accomplice
ada,350000000,False,"The new tax forms are more realistic-- where your wife signs, it says: partner.",S,-11.051448,1, partner,11.051448, partner
ada,350000000,False,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,E,-0.4881237,1, caption,0.4881237, caption
ada,350000000,False,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,E,-2.444473143,2, bandage,2.444473143, bandage
ada,350000000,False,The old wealthy family lived in a twelve bedroom mansion.,E,-1.4622287,1, mansion,1.4622287, mansion
ada,350000000,False,The only crop that is grown in America and harvested abroad is the American tobacco.,S,-4.9880157,1, tobacco,4.9880157, tobacco
ada,350000000,False,The only crop that is grown in America and harvested abroad is the American tourist.,J,-10.465588,1, tourist,10.465588, tourist
ada,350000000,False,The only fishing through the ice that some men ever do is for the olive.,J,-10.856062,1, olive,10.856062, olive
ada,350000000,False,The only fishing through the ice that some men ever do is for the trout.,S,-4.754292,1, trout,4.754292, trout
ada,350000000,False,The only ones who want me for my body are losers.,S,-7.762645,1, losers,7.762645, losers
ada,350000000,False,The only ones who want me for my body are mosquitoes.,J,-11.864623,1, mosquitoes,11.864623, mosquitoes
ada,350000000,False,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-8.987441,1, creditor,8.987441, creditor
ada,350000000,False,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-5.6666937,1, spouse,5.6666937, spouse
ada,350000000,False,The only place where you can find people who spend all their time minding their own business is the bank.,S,-6.367777,1, bank,6.367777, bank
ada,350000000,False,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-7.666109,1, cemetery,7.666109, cemetery
ada,350000000,False,The only thing money can't buy is generosity.,S,-8.990601,1, generosity,8.990601, generosity
ada,350000000,False,The only thing money can't buy is poverty.,J,-8.531287,1, poverty,8.531287, poverty
ada,350000000,False,The only time my father ever raised a hand to his children was in discipline.,S,-11.440399,1, discipline,11.440399, discipline
ada,350000000,False,The only time my father ever raised a hand to his children was in self-defense.,J,-7.15063513,3, self-defense,7.15063513, self-defense
ada,350000000,False,The paint turned out to be the wrong color.,E,-0.44247088,1, color,0.44247088, color
ada,350000000,False,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.3747797,1, exterior,0.3747797, exterior
ada,350000000,False,The penalty for dishonesty is the disgrace of dying rich.,J,-10.125923,1, rich,10.125923, rich
ada,350000000,False,The penalty for dishonesty is the disgrace of dying unloved.,S,-10.9017805,2, unloved,10.9017805, unloved
ada,350000000,False,The perfect companion to a vegetarian dinner is a salad.,S,-3.1277494,1, salad,3.1277494, salad
ada,350000000,False,The perfect companion to a vegetarian dinner is a steak.,J,-6.5757027,1, steak,6.5757027, steak
ada,350000000,False,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-3.52720171,2, littering,3.52720171, littering
ada,350000000,False,The Republican candidate won the election by a landslide.,E,-1.4801751,1, landslide,1.4801751, landslide
ada,350000000,False,The rodeo champion was quite proud of his big silver belt buckle.,E,-5.132491,1, buckle,5.132491, buckle
ada,350000000,False,The show had one act that was really offbeat: the clowns.,S,-7.9658176,2, clowns,7.9658176, clowns
ada,350000000,False,The show had one act that was really offbeat: the singer.,J,-5.761895,1, singer,5.761895, singer
ada,350000000,False,The surgeon tried vainly to save his patient.,E,-0.39126697,1, patient,0.39126697, patient
ada,350000000,False,The teacher wrote the problem on the board.,E,-0.88923675,1, board,0.88923675, board
ada,350000000,False,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-1.8986984,1, explosion,1.8986984, explosion
ada,350000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-10.723085,1, finding,10.723085, finding
ada,350000000,False,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-7.373936556,2, sightseeing,7.373936556, sightseeing
ada,350000000,False,The victim was rushed to the hospital in an ambulance.,E,-0.75869626,1, ambulance,0.75869626, ambulance
ada,350000000,False,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-2.4520917935,2, pendulum,2.4520917935, pendulum
ada,350000000,False,The whole town came to hear their mayor speak.,E,-2.122124,1, speak,2.122124, speak
ada,350000000,False,The wind was so strong it blew out three fuses.,J,-8.838023,2, fuses,8.838023, fuses
ada,350000000,False,The wind was so strong it blew out three streetlights.,S,-7.5792598,2, streetlights,7.5792598, streetlights
ada,350000000,False,The woman in the grocery store was handing out free samples.,E,-1.9660635,1, samples,1.9660635, samples
ada,350000000,False,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-11.981946,2, dishwashing,11.981946, dishwashing
ada,350000000,False,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-9.567434,2, heartbreak,9.567434, heartbreak
ada,350000000,False,There were over a hundred trees in the apple orchard.,E,-0.560056694,2, orchard,0.560056694, orchard
ada,350000000,False,They planned to dig a tunnel in order to escape.,E,-3.5860238,1, escape,3.5860238, escape
